date,temperature,weather,wind,humidity,barometer,visibility,time
2023-01-01,20,Passing clouds.,9 km/h,93,1017 mbar,5,22:00
2023-01-02,21,Passing clouds.,9 km/h,83,1017 mbar,7,04:00
2023-01-02,22,Partly sunny.,13 km/h,82,1017 mbar,8,07:00
2023-01-02,25,Partly sunny.,20 km/h,73,1018 mbar,10,10:00
2023-01-02,28,Partly sunny.,20 km/h,66,1015 mbar,10,13:00
2023-01-02,26,Overcast.,20 km/h,73,1014 mbar,10,16:00
2023-01-02,23,Passing clouds.,20 km/h,84,1016 mbar,8,19:00
2023-01-02,22,Passing clouds.,13 km/h,86,1017 mbar,7,22:00
2023-01-03,22,Passing clouds.,11 km/h,84,1016 mbar,7,01:00
2023-01-03,22,Passing clouds.,9 km/h,84,1015 mbar,7,04:00
2023-01-03,22,Scattered clouds.,13 km/h,83,1016 mbar,8,07:00
2023-01-03,25,Partly sunny.,26 km/h,79,1017 mbar,8,10:00
2023-01-03,26,Partly sunny.,22 km/h,73,1015 mbar,10,13:00
2023-01-03,26,Partly sunny.,19 km/h,66,1013 mbar,8,16:00
2023-01-03,23,Passing clouds.,15 km/h,83,1015 mbar,7,19:00
2023-01-03,22,Passing clouds.,11 km/h,83,1017 mbar,7,22:00
2023-01-04,22,Passing clouds.,17 km/h,88,1016 mbar,6,01:00
2023-01-04,21,Passing clouds.,9 km/h,91,1015 mbar,8,04:00
2023-01-04,22,Overcast.,9 km/h,86,1016 mbar,8,07:00
2023-01-04,26,Partly sunny.,11 km/h,69,1016 mbar,8,10:00
2023-01-04,28,Partly sunny.,17 km/h,62,1014 mbar,10,13:00
2023-01-04,21,Light rain. Overcast.,20 km/h,100,1013 mbar,5,16:00
2023-01-04,22,Overcast.,9 km/h,86,1014 mbar,10,19:00
2023-01-04,22,Overcast.,7 km/h,83,1016 mbar,10,22:00
2023-01-05,21,Passing clouds.,7 km/h,90,1015 mbar,10,04:00
2023-01-05,21,Overcast.,7 km/h,93,1016 mbar,4,07:00
2023-01-05,25,Partly sunny.,22 km/h,70,1018 mbar,7,10:00
2023-01-05,27,Partly sunny.,19 km/h,65,1015 mbar,8,13:00
2023-01-05,26,Partly sunny.,20 km/h,69,1013 mbar,6,16:00
2023-01-05,23,Passing clouds.,17 km/h,81,1015 mbar,6,19:00
2023-01-05,23,Passing clouds.,11 km/h,74,1017 mbar,7,22:00
2023-01-06,23,Passing clouds.,13 km/h,66,1017 mbar,7,01:00
2023-01-06,22,Passing clouds.,13 km/h,70,1016 mbar,8,04:00
2023-01-06,23,Scattered clouds.,15 km/h,76,1016 mbar,10,07:00
2023-01-06,27,Scattered clouds.,15 km/h,67,1017 mbar,8,10:00
2023-01-06,28,Partly sunny.,17 km/h,57,1015 mbar,10,13:00
2023-01-06,28,Partly sunny.,13 km/h,60,1013 mbar,10,16:00
2023-01-06,24,Passing clouds.,N/A,74,1015 mbar,8,19:00
2023-01-06,23,Passing clouds.,7 km/h,76,1017 mbar,8,22:00
2023-01-07,23,Passing clouds.,9 km/h,77,1016 mbar,7,01:00
2023-01-07,23,Passing clouds.,13 km/h,76,1014 mbar,7,04:00
2023-01-07,23,Partly sunny.,No wind,78,1016 mbar,6,07:00
2023-01-07,28,Scattered clouds.,20 km/h,63,1015 mbar,10,10:00
2023-01-07,29,Partly sunny.,22 km/h,59,1013 mbar,10,13:00
2023-01-07,27,Partly sunny.,15 km/h,64,1011 mbar,10,16:00
2023-01-07,24,Passing clouds.,24 km/h,74,1014 mbar,8,19:00
2023-01-07,23,Passing clouds.,22 km/h,76,1016 mbar,10,22:00
2023-01-08,23,Passing clouds.,11 km/h,73,1013 mbar,7,01:00
2023-01-08,22,Passing clouds.,20 km/h,81,1015 mbar,7,04:00
2023-01-08,22,Partly sunny.,7 km/h,86,1016 mbar,5,07:00
2023-01-08,28,Scattered clouds.,9 km/h,66,1016 mbar,10,10:00
2023-01-08,29,Partly sunny.,19 km/h,62,1014 mbar,8,13:00
2023-01-08,24,Thunderstorms. Overcast.,9 km/h,81,1013 mbar,7,16:00
2023-01-08,23,Overcast.,15 km/h,87,1015 mbar,8,19:00
2023-01-08,23,Passing clouds.,9 km/h,79,1017 mbar,8,22:00
2023-01-09,23,Overcast.,9 km/h,74,1016 mbar,8,01:00
2023-01-09,21,Passing clouds.,No wind,83,1015 mbar,8,04:00
2023-01-09,23,Scattered clouds.,9 km/h,78,1017 mbar,10,07:00
2023-01-09,27,Scattered clouds.,15 km/h,65,1017 mbar,8,10:00
2023-01-09,28,Partly sunny.,20 km/h,65,1015 mbar,10,13:00
2023-01-09,26,Overcast.,20 km/h,79,1014 mbar,7,16:00
2023-01-09,23,Passing clouds.,No wind,93,1018 mbar,4,22:00
2023-01-10,22,Passing clouds.,No wind,93,1016 mbar,5,04:00
2023-01-10,21,Light rain. Overcast.,6 km/h,96,1018 mbar,3,07:00
2023-01-10,27,Partly sunny.,19 km/h,69,1017 mbar,10,10:00
2023-01-10,28,Partly sunny.,22 km/h,67,1015 mbar,10,13:00
2023-01-10,26,Partly sunny.,26 km/h,73,1014 mbar,10,16:00
2023-01-10,24,Passing clouds.,6 km/h,78,1015 mbar,7,19:00
2023-01-10,23,Passing clouds.,9 km/h,80,1017 mbar,7,22:00
2023-01-11,22,Passing clouds.,11 km/h,83,1016 mbar,7,01:00
2023-01-11,21,Passing clouds.,4 km/h,86,1015 mbar,7,04:00
2023-01-11,27,Scattered clouds.,6 km/h,51,1017 mbar,8,10:00
2023-01-11,31,Partly sunny.,26 km/h,39,1014 mbar,10,13:00
2023-01-11,27,Thunderstorms. Overcast.,19 km/h,57,1013 mbar,6,16:00
2023-01-11,24,Passing clouds.,7 km/h,85,1015 mbar,5,19:00
2023-01-11,23,Overcast.,7 km/h,86,1016 mbar,5,22:00
2023-01-12,23,Passing clouds.,9 km/h,91,1016 mbar,4,01:00
2023-01-12,23,Scattered clouds.,7 km/h,85,1017 mbar,5,07:00
2023-01-12,28,Scattered clouds.,9 km/h,58,1017 mbar,7,10:00
2023-01-12,30,Partly sunny.,19 km/h,60,1014 mbar,6,13:00
2023-01-12,27,Thunderstorms. Partly sunny.,9 km/h,60,1013 mbar,7,16:00
2023-01-12,25,Passing clouds.,9 km/h,69,1014 mbar,7,19:00
2023-01-12,24,Passing clouds.,7 km/h,80,1016 mbar,5,22:00
2023-01-13,22,Passing clouds.,No wind,87,1015 mbar,5,01:00
2023-01-13,20,Passing clouds.,No wind,91,1015 mbar,6,04:00
2023-01-13,21,Scattered clouds.,6 km/h,85,1017 mbar,7,07:00
2023-01-13,28,Scattered clouds.,11 km/h,59,1017 mbar,7,10:00
2023-01-13,30,Partly sunny.,11 km/h,47,1015 mbar,8,13:00
2023-01-13,27,Overcast.,20 km/h,71,1012 mbar,6,16:00
2023-01-13,24,Overcast.,15 km/h,85,1014 mbar,5,19:00
2023-01-13,23,Passing clouds.,9 km/h,88,1016 mbar,5,22:00
2023-01-14,20,Passing clouds.,4 km/h,88,1014 mbar,5,04:00
2023-01-14,22,Haze.,6 km/h,79,1016 mbar,4,07:00
2023-01-14,28,Passing clouds.,7 km/h,55,1016 mbar,8,10:00
2023-01-14,30,Partly sunny.,22 km/h,58,1013 mbar,6,13:00
2023-01-14,28,Partly sunny.,20 km/h,59,1011 mbar,6,16:00
2023-01-14,23,Overcast.,15 km/h,88,1013 mbar,6,19:00
2023-01-14,23,Passing clouds.,7 km/h,88,1014 mbar,6,22:00
2023-01-15,22,Passing clouds.,No wind,93,1013 mbar,5,01:00
2023-01-15,22,Passing clouds.,6 km/h,93,1013 mbar,4,04:00
2023-01-15,22,Scattered clouds.,6 km/h,88,1014 mbar,5,07:00
2023-01-15,27,Scattered clouds.,9 km/h,64,1014 mbar,6,10:00
2023-01-15,30,Partly sunny.,28 km/h,49,1012 mbar,10,13:00
2023-01-15,30,Partly sunny.,22 km/h,59,1010 mbar,10,16:00
2023-01-15,23,Passing clouds.,19 km/h,83,1014 mbar,10,22:00
2023-01-16,23,Scattered clouds.,No wind,84,1015 mbar,5,07:00
2023-01-16,28,Scattered clouds.,11 km/h,59,1015 mbar,7,10:00
2023-01-16,29,Partly sunny.,22 km/h,57,1013 mbar,10,13:00
2023-01-16,28,Partly sunny.,19 km/h,66,1011 mbar,8,16:00
2023-01-16,24,Thunderstorms. Overcast.,19 km/h,83,1013 mbar,7,19:00
2023-01-16,24,Overcast.,15 km/h,81,1016 mbar,8,22:00
2023-01-17,23,Passing clouds.,9 km/h,80,1014 mbar,8,01:00
2023-01-17,22,Passing clouds.,6 km/h,78,1014 mbar,8,04:00
2023-01-17,22,Partly sunny.,6 km/h,95,1016 mbar,4,07:00
2023-01-17,28,Partly sunny.,17 km/h,55,1016 mbar,7,10:00
2023-01-17,28,Overcast.,20 km/h,59,1014 mbar,7,13:00
2023-01-17,23,Thundershowers. Overcast.,15 km/h,89,1014 mbar,4,16:00
2023-01-17,22,Passing clouds.,13 km/h,91,1016 mbar,5,19:00
2023-01-17,22,Passing clouds.,13 km/h,90,1017 mbar,7,22:00
2023-01-18,23,Passing clouds.,11 km/h,79,1016 mbar,7,01:00
2023-01-18,21,Passing clouds.,6 km/h,87,1015 mbar,7,04:00
2023-01-18,21,Overcast.,6 km/h,91,1016 mbar,4,07:00
2023-01-18,25,Partly sunny.,9 km/h,73,1017 mbar,6,10:00
2023-01-18,27,Partly sunny.,24 km/h,68,1015 mbar,7,13:00
2023-01-18,25,Overcast.,17 km/h,80,1013 mbar,4,16:00
2023-01-18,21,Light rain. Overcast.,7 km/h,96,1015 mbar,4,19:00
2023-01-18,21,Fog.,No wind,96,1017 mbar,3,22:00
2023-01-19,21,Fog.,No wind,96,1016 mbar,3,01:00
2023-01-19,21,Fog.,No wind,97,1015 mbar,3,04:00
2023-01-19,21,Fog.,No wind,96,1016 mbar,3,07:00
2023-01-19,25,Partly sunny.,11 km/h,77,1016 mbar,5,10:00
2023-01-19,28,Overcast.,22 km/h,65,1014 mbar,8,13:00
2023-01-19,26,Partly sunny.,19 km/h,70,1012 mbar,7,16:00
2023-01-19,23,Passing clouds.,17 km/h,87,1015 mbar,5,19:00
2023-01-19,23,Passing clouds.,No wind,87,1016 mbar,6,22:00
2023-01-20,22,Fog.,7 km/h,93,1015 mbar,2,07:00
2023-01-20,26,Partly sunny.,9 km/h,66,1016 mbar,4,10:00
2023-01-20,22,Overcast.,9 km/h,89,1014 mbar,7,19:00
2023-01-21,22,Passing clouds.,No wind,86,1015 mbar,8,01:00
2023-01-21,21,Passing clouds.,6 km/h,97,1013 mbar,5,04:00
2023-01-21,22,Scattered clouds.,6 km/h,89,1014 mbar,3,07:00
2023-01-21,28,Scattered clouds.,17 km/h,64,1014 mbar,6,10:00
2023-01-21,30,Partly sunny.,19 km/h,53,1020 mbar,10,13:00
2023-01-21,22,Overcast.,13 km/h,95,1012 mbar,4,16:00
2023-01-21,22,Light rain. Overcast.,No wind,96,1014 mbar,5,19:00
2023-01-21,22,Overcast.,No wind,95,1015 mbar,4,22:00
2023-01-22,22,Fog.,No wind,96,1014 mbar,3,01:00
2023-01-22,21,Passing clouds.,No wind,65,1012 mbar,5,04:00
2023-01-22,23,Scattered clouds.,No wind,86,1013 mbar,5,07:00
2023-01-22,27,Scattered clouds.,20 km/h,68,1014 mbar,10,10:00
2023-01-22,28,Partly sunny.,22 km/h,60,1012 mbar,10,13:00
2023-01-22,26,Partly sunny.,19 km/h,61,1010 mbar,8,16:00
2023-01-22,23,Light rain. Overcast.,13 km/h,84,1012 mbar,6,19:00
2023-01-22,22,Passing clouds.,11 km/h,86,1013 mbar,7,22:00
2023-01-23,22,Passing clouds.,7 km/h,86,1012 mbar,6,01:00
2023-01-23,21,Passing clouds.,7 km/h,96,1012 mbar,7,04:00
2023-01-23,22,Partly sunny.,No wind,93,1013 mbar,5,07:00
2023-01-23,26,Partly sunny.,13 km/h,74,1013 mbar,7,10:00
2023-01-23,25,Partly sunny.,22 km/h,87,1011 mbar,7,13:00
2023-01-23,28,Scattered clouds.,26 km/h,68,1009 mbar,10,16:00
2023-01-23,25,Thunderstorms. Passing clouds.,22 km/h,80,1011 mbar,7,19:00
2023-01-23,23,Passing clouds.,9 km/h,88,1013 mbar,6,22:00
2023-01-24,21,Passing clouds.,No wind,78,1012 mbar,5,01:00
2023-01-24,22,Scattered clouds.,7 km/h,87,1013 mbar,5,07:00
2023-01-24,27,Scattered clouds.,9 km/h,66,1013 mbar,6,10:00
2023-01-24,29,Partly sunny.,19 km/h,55,1011 mbar,10,13:00
2023-01-24,29,Thunderstorms. Partly sunny.,22 km/h,59,1009 mbar,6,16:00
2023-01-24,24,Overcast.,11 km/h,73,1012 mbar,8,19:00
2023-01-24,22,Passing clouds.,15 km/h,86,1013 mbar,7,22:00
2023-01-25,22,Passing clouds.,11 km/h,83,1012 mbar,7,01:00
2023-01-25,22,Overcast.,15 km/h,84,1011 mbar,8,04:00
2023-01-25,22,Overcast.,11 km/h,91,1013 mbar,6,07:00
2023-01-25,24,Overcast.,20 km/h,78,1013 mbar,6,10:00
2023-01-25,24,Overcast.,17 km/h,79,1012 mbar,6,13:00
2023-01-25,22,Light rain. Overcast.,17 km/h,95,1011 mbar,5,16:00
2023-01-25,21,Overcast.,7 km/h,93,1013 mbar,8,19:00
2023-01-25,N/A,Passing clouds.,44 km/h,N/A,1014 mbar,10,22:00
2023-01-26,23,Passing clouds.,15 km/h,73,1013 mbar,8,01:00
2023-01-26,21,Passing clouds.,11 km/h,80,1012 mbar,8,04:00
2023-01-26,22,Scattered clouds.,No wind,81,1014 mbar,10,07:00
2023-01-26,26,Scattered clouds.,20 km/h,66,1014 mbar,10,10:00
2023-01-26,29,Partly sunny.,20 km/h,58,1012 mbar,10,13:00
2023-01-26,28,Partly sunny.,20 km/h,62,1010 mbar,6,16:00
2023-01-26,25,Overcast.,13 km/h,73,1013 mbar,6,19:00
2023-01-26,23,Overcast.,13 km/h,78,1014 mbar,7,22:00
2023-01-27,23,Passing clouds.,6 km/h,74,1012 mbar,7,01:00
2023-01-27,21,Passing clouds.,4 km/h,89,1012 mbar,7,04:00
2023-01-27,22,Partly sunny.,9 km/h,82,1014 mbar,6,07:00
2023-01-27,26,Partly sunny.,20 km/h,74,1014 mbar,7,10:00
2023-01-27,26,Overcast.,24 km/h,72,1011 mbar,7,13:00
2023-01-27,25,Scattered clouds.,22 km/h,77,1010 mbar,5,16:00
2023-01-27,24,Passing clouds.,15 km/h,86,1012 mbar,5,19:00
2023-01-27,23,Passing clouds.,No wind,89,1013 mbar,4,22:00
2023-01-28,22,Overcast.,9 km/h,91,1012 mbar,4,01:00
2023-01-28,21,Passing clouds.,15 km/h,93,1010 mbar,5,04:00
2023-01-28,23,Overcast.,6 km/h,84,1012 mbar,5,07:00
2023-01-28,22,Light rain. Overcast.,11 km/h,95,1014 mbar,3,10:00
2023-01-28,22,Light rain. Overcast.,13 km/h,93,1012 mbar,5,13:00
2023-01-28,22,Light rain. Overcast.,9 km/h,96,1010 mbar,5,16:00
2023-01-28,21,Overcast.,No wind,95,1012 mbar,5,19:00
2023-01-28,21,Overcast.,No wind,94,1014 mbar,3,22:00
2023-01-29,21,Fog.,No wind,97,1012 mbar,2,01:00
2023-01-29,21,Fog.,No wind,97,1011 mbar,2,04:00
2023-01-29,21,Fog.,No wind,96,1013 mbar,2,07:00
2023-01-29,24,Overcast.,13 km/h,90,1014 mbar,4,10:00
2023-01-29,25,Overcast.,20 km/h,76,1012 mbar,8,13:00
2023-01-29,24,Overcast.,20 km/h,80,1011 mbar,10,16:00
2023-01-29,22,Overcast.,11 km/h,93,1013 mbar,7,19:00
2023-01-29,22,Passing clouds.,11 km/h,94,1015 mbar,5,22:00
2023-01-30,22,Passing clouds.,13 km/h,90,1014 mbar,7,01:00
2023-01-30,22,Passing clouds.,9 km/h,93,1013 mbar,7,04:00
2023-01-30,21,Overcast.,15 km/h,95,1015 mbar,5,07:00
2023-01-30,23,Partly sunny.,24 km/h,84,1016 mbar,7,10:00
2023-01-30,26,Partly sunny.,20 km/h,72,1014 mbar,7,13:00
2023-01-30,27,Partly sunny.,22 km/h,66,1011 mbar,6,16:00
2023-01-30,23,Passing clouds.,9 km/h,83,1014 mbar,5,19:00
2023-01-30,22,Passing clouds.,7 km/h,95,1016 mbar,5,22:00
2023-01-31,22,Passing clouds.,7 km/h,95,1015 mbar,4,01:00
2023-01-31,21,Passing clouds.,No wind,96,1015 mbar,4,04:00
2023-01-31,23,Scattered clouds.,9 km/h,83,1014 mbar,6,07:00
2023-01-31,26,Scattered clouds.,9 km/h,64,1015 mbar,8,10:00
2023-01-31,26,Scattered clouds.,19 km/h,63,1013 mbar,7,13:00
2023-01-31,25,Overcast.,24 km/h,85,1011 mbar,4,16:00
2023-01-31,24,Passing clouds.,No wind,90,1013 mbar,6,19:00
2023-01-31,24,Passing clouds.,11 km/h,77,1014 mbar,8,22:00
2023-02-01,22,Passing clouds.,9 km/h,86,1013 mbar,8,01:00
2023-02-01,21,Passing clouds.,9 km/h,82,1012 mbar,10,04:00
2023-02-01,22,Partly sunny.,9 km/h,81,1014 mbar,8,07:00
2023-02-01,24,Overcast.,19 km/h,80,1014 mbar,7,10:00
2023-02-01,26,Partly sunny.,22 km/h,68,1012 mbar,10,13:00
2023-02-01,22,Rain. Overcast.,19 km/h,94,1011 mbar,1,16:00
2023-02-01,22,Light rain. Overcast.,7 km/h,94,1013 mbar,5,19:00
2023-02-01,22,Overcast.,6 km/h,98,1014 mbar,4,22:00
2023-02-02,22,Overcast.,7 km/h,86,1014 mbar,5,01:00
2023-02-02,22,Overcast.,9 km/h,87,1013 mbar,5,04:00
2023-02-02,22,Partly sunny.,13 km/h,83,1014 mbar,7,07:00
2023-02-02,25,Partly sunny.,22 km/h,75,1015 mbar,7,10:00
2023-02-03,22,Partly sunny.,13 km/h,83,1014 mbar,7,07:00
2023-02-03,23,Passing clouds.,11 km/h,80,1013 mbar,10,19:00
2023-02-03,23,Passing clouds.,No wind,76,1014 mbar,10,22:00
2023-02-04,28,Passing clouds.,No wind,58,1015 mbar,1,01:00
2023-02-04,22,Passing clouds.,15 km/h,81,1012 mbar,7,04:00
2023-02-04,23,Scattered clouds.,11 km/h,74,1013 mbar,7,07:00
2023-02-04,24,Partly sunny.,20 km/h,72,1014 mbar,10,10:00
2023-02-04,27,Partly sunny.,19 km/h,69,1012 mbar,10,13:00
2023-02-04,26,Partly sunny.,22 km/h,70,1010 mbar,7,16:00
2023-02-04,24,Passing clouds.,22 km/h,76,1012 mbar,6,19:00
2023-02-04,22,Passing clouds.,11 km/h,82,1014 mbar,7,22:00
2023-02-05,22,Passing clouds.,6 km/h,76,1013 mbar,6,01:00
2023-02-05,22,Passing clouds.,15 km/h,60,1012 mbar,6,04:00
2023-02-05,22,Scattered clouds.,7 km/h,73,1014 mbar,7,07:00
2023-02-05,27,Scattered clouds.,13 km/h,59,1014 mbar,7,10:00
2023-02-05,28,Partly sunny.,20 km/h,53,1012 mbar,10,13:00
2023-02-05,26,Overcast.,15 km/h,63,1011 mbar,6,16:00
2023-02-05,25,Overcast.,15 km/h,56,1013 mbar,7,19:00
2023-02-05,23,Passing clouds.,11 km/h,66,1014 mbar,7,22:00
2023-02-06,23,Passing clouds.,11 km/h,73,1014 mbar,7,01:00
2023-02-06,22,Passing clouds.,No wind,75,1012 mbar,7,04:00
2023-02-06,23,Partly sunny.,13 km/h,74,1014 mbar,8,07:00
2023-02-06,25,Overcast.,24 km/h,64,1015 mbar,10,10:00
2023-02-06,24,Overcast.,15 km/h,70,1013 mbar,10,13:00
2023-02-06,28,Partly sunny.,19 km/h,54,1011 mbar,10,16:00
2023-02-06,24,Passing clouds.,19 km/h,63,1013 mbar,8,19:00
2023-02-06,23,Passing clouds.,15 km/h,86,1014 mbar,6,22:00
2023-02-07,21,Passing clouds.,No wind,87,1012 mbar,7,04:00
2023-02-07,23,Scattered clouds.,9 km/h,78,1013 mbar,7,07:00
2023-02-07,27,Scattered clouds.,19 km/h,63,1014 mbar,8,10:00
2023-02-07,28,Partly sunny.,28 km/h,62,1013 mbar,8,13:00
2023-02-07,26,Scattered clouds.,26 km/h,65,1011 mbar,8,16:00
2023-02-07,22,Passing clouds.,17 km/h,89,1015 mbar,7,22:00
2023-02-08,21,Passing clouds.,11 km/h,93,1014 mbar,4,01:00
2023-02-08,21,Passing clouds.,7 km/h,96,1013 mbar,4,04:00
2023-02-08,22,Fog.,7 km/h,96,1014 mbar,3,07:00
2023-02-08,26,Partly sunny.,20 km/h,67,1015 mbar,7,10:00
2023-02-08,26,Overcast.,22 km/h,66,1013 mbar,8,13:00
2023-02-08,26,Overcast.,26 km/h,61,1012 mbar,8,16:00
2023-02-08,24,Passing clouds.,11 km/h,67,1014 mbar,8,19:00
2023-02-08,23,Passing clouds.,15 km/h,73,1015 mbar,10,22:00
2023-02-09,23,Passing clouds.,19 km/h,75,1014 mbar,10,01:00
2023-02-09,23,Scattered clouds.,7 km/h,73,1014 mbar,10,07:00
2023-02-09,26,Overcast.,24 km/h,60,1013 mbar,10,13:00
2023-02-09,24,Overcast.,17 km/h,76,1012 mbar,10,16:00
2023-02-09,22,Overcast.,22 km/h,82,1014 mbar,10,19:00
2023-02-09,21,Overcast.,19 km/h,90,1015 mbar,10,22:00
2023-02-10,22,Overcast.,22 km/h,79,1013 mbar,10,01:00
2023-02-10,21,Overcast.,15 km/h,85,1013 mbar,10,04:00
2023-02-10,22,Overcast.,9 km/h,83,1013 mbar,8,07:00
2023-02-10,26,Overcast.,19 km/h,69,1014 mbar,10,10:00
2023-02-10,27,Overcast.,19 km/h,72,1012 mbar,8,13:00
2023-02-10,27,Overcast.,20 km/h,70,1010 mbar,7,16:00
2023-02-10,22,Overcast.,11 km/h,93,1012 mbar,7,19:00
2023-02-10,22,Light rain. Overcast.,9 km/h,95,1014 mbar,4,22:00
2023-02-11,21,Passing clouds.,11 km/h,93,1012 mbar,6,01:00
2023-02-11,21,Passing clouds.,9 km/h,93,1012 mbar,7,04:00
2023-02-11,21,Overcast.,7 km/h,93,1014 mbar,5,07:00
2023-02-11,24,Overcast.,20 km/h,91,1015 mbar,4,10:00
2023-02-11,24,Partly sunny.,22 km/h,85,1014 mbar,5,13:00
2023-02-11,24,Overcast.,15 km/h,84,1012 mbar,5,16:00
2023-02-11,22,Passing clouds.,15 km/h,88,1014 mbar,6,19:00
2023-02-11,22,Passing clouds.,7 km/h,91,1016 mbar,5,22:00
2023-02-12,21,Light rain. Overcast.,13 km/h,96,1014 mbar,3,01:00
2023-02-12,22,Passing clouds.,No wind,93,1014 mbar,4,04:00
2023-02-12,21,Light rain. Overcast.,20 km/h,98,1016 mbar,2,07:00
2023-02-12,20,Light rain. Overcast.,13 km/h,98,1018 mbar,3,10:00
2023-02-12,22,Light rain. Partly sunny.,11 km/h,96,1015 mbar,7,13:00
2023-02-12,23,Partly sunny.,7 km/h,86,1014 mbar,8,16:00
2023-02-12,21,Light rain. Overcast.,15 km/h,93,1017 mbar,6,19:00
2023-02-12,21,Passing clouds.,15 km/h,80,1018 mbar,8,22:00
2023-02-13,20,Passing clouds.,11 km/h,90,1015 mbar,10,01:00
2023-02-13,22,Passing clouds.,11 km/h,86,1015 mbar,10,04:00
2023-02-13,23,Partly sunny.,7 km/h,83,1016 mbar,7,07:00
2023-02-13,27,Partly sunny.,17 km/h,67,1016 mbar,10,10:00
2023-02-13,27,Overcast.,26 km/h,56,1014 mbar,10,13:00
2023-02-13,22,Light rain. Overcast.,15 km/h,93,1013 mbar,5,16:00
2023-02-13,23,Overcast.,9 km/h,83,1015 mbar,8,19:00
2023-02-13,22,Light rain. Overcast.,15 km/h,88,1016 mbar,8,22:00
2023-02-14,22,Overcast.,13 km/h,82,1015 mbar,8,01:00
2023-02-14,22,Passing clouds.,19 km/h,85,1014 mbar,10,04:00
2023-02-14,21,Light rain. Overcast.,26 km/h,95,1015 mbar,5,07:00
2023-02-14,22,Light rain. Overcast.,15 km/h,95,1016 mbar,5,10:00
2023-02-14,23,Light rain. Overcast.,20 km/h,93,1013 mbar,3,13:00
2023-02-14,26,Overcast.,24 km/h,74,1012 mbar,7,16:00
2023-02-14,22,Overcast.,22 km/h,81,1014 mbar,8,19:00
2023-02-14,23,Passing clouds.,24 km/h,79,1015 mbar,8,22:00
2023-02-15,23,Passing clouds.,22 km/h,75,1014 mbar,8,01:00
2023-02-15,22,Passing clouds.,17 km/h,86,1013 mbar,7,04:00
2023-02-15,22,Scattered clouds.,20 km/h,79,1014 mbar,8,07:00
2023-02-15,27,Partly sunny.,22 km/h,68,1014 mbar,10,10:00
2023-02-15,28,Partly sunny.,28 km/h,63,1013 mbar,10,13:00
2023-02-15,27,Overcast.,24 km/h,66,1012 mbar,8,16:00
2023-02-15,22,Passing clouds.,13 km/h,95,1014 mbar,6,19:00
2023-02-15,28,Light rain. Passing clouds.,13 km/h,63,1016 mbar,4,22:00
2023-02-16,21,Passing clouds.,15 km/h,92,1015 mbar,4,01:00
2023-02-16,21,Passing clouds.,13 km/h,88,1014 mbar,4,04:00
2023-02-16,22,Scattered clouds.,15 km/h,84,1015 mbar,7,07:00
2023-02-16,23,Overcast.,19 km/h,83,1016 mbar,5,10:00
2023-02-16,26,Partly sunny.,26 km/h,72,1014 mbar,8,13:00
2023-02-16,23,Overcast.,15 km/h,88,1013 mbar,4,16:00
2023-02-16,23,Passing clouds.,9 km/h,84,1014 mbar,7,19:00
2023-02-16,22,Passing clouds.,9 km/h,87,1016 mbar,8,22:00
2023-02-17,22,Passing clouds.,13 km/h,86,1014 mbar,8,04:00
2023-02-17,21,Overcast.,6 km/h,95,1015 mbar,4,07:00
2023-02-17,24,Overcast.,9 km/h,79,1016 mbar,7,10:00
2023-02-17,27,Partly sunny.,28 km/h,68,913 mbar,10,13:00
2023-02-17,25,Partly sunny.,11 km/h,74,1012 mbar,10,16:00
2023-02-17,23,Overcast.,9 km/h,89,1014 mbar,5,19:00
2023-02-17,22,Overcast.,15 km/h,93,1016 mbar,5,22:00
2023-02-18,22,Overcast.,7 km/h,93,1015 mbar,3,01:00
2023-02-18,22,Passing clouds.,9 km/h,88,1014 mbar,7,04:00
2023-02-18,22,Partly sunny.,15 km/h,86,1016 mbar,7,07:00
2023-02-18,27,Partly sunny.,11 km/h,67,1016 mbar,10,10:00
2023-02-18,29,Partly sunny.,19 km/h,58,1013 mbar,10,13:00
2023-02-18,24,Partly sunny.,11 km/h,78,1012 mbar,7,16:00
2023-02-18,22,Light rain. Overcast.,19 km/h,93,1014 mbar,5,19:00
2023-02-18,22,Passing clouds.,11 km/h,93,1016 mbar,6,22:00
2023-02-19,22,Passing clouds.,7 km/h,95,1015 mbar,4,01:00
2023-02-19,22,Passing clouds.,7 km/h,95,1015 mbar,4,04:00
2023-02-19,22,Scattered clouds.,No wind,93,1016 mbar,3,07:00
2023-02-19,26,Scattered clouds.,22 km/h,69,1016 mbar,10,10:00
2023-02-19,29,Scattered clouds.,28 km/h,59,1014 mbar,10,13:00
2023-02-19,25,Passing clouds.,19 km/h,80,1014 mbar,7,19:00
2023-02-19,23,Passing clouds.,9 km/h,80,1016 mbar,7,22:00
2023-02-20,23,Passing clouds.,15 km/h,77,1015 mbar,7,01:00
2023-02-20,N/A,Passing clouds.,9 km/h,N/A,N/A,7,04:00
2023-02-20,22,Partly sunny.,No wind,86,1015 mbar,4,07:00
2023-02-20,27,Partly sunny.,13 km/h,60,1016 mbar,10,10:00
2023-02-20,27,Overcast.,26 km/h,68,1014 mbar,10,13:00
2023-02-20,25,Overcast.,20 km/h,69,1012 mbar,8,16:00
2023-02-20,22,Light rain. Overcast.,17 km/h,86,1014 mbar,5,19:00
2023-02-20,22,Passing clouds.,17 km/h,84,1016 mbar,7,22:00
